Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
22703,Diana Garrett,F,9th,Bailey High School,79,61,7,District,4976,3124928
18659,Linda Adkins,F,12th,Bailey High School,79,60,7,District,4976,3124928
19554,Adrienne Chavez,F,10th,Bailey High School,79,60,7,District,4976,3124928
19110,Andrew Brown,M,10th,Bailey High School,79,59,7,District,4976,3124928
19789,Leslie Floyd,F,11th,Bailey High School,79,59,7,District,4976,3124928
21641,Jill Lawrence,F,10th,Bailey High School,79,59,7,District,4976,3124928
22231,Mary Lawson,F,9th,Bailey High School,79,59,7,District,4976,3124928
22539,Michael Fischer,M,11th,Bailey High School,79,59,7,District,4976,3124928
22640,Howard Leon,M,10th,Bailey High School,79,59,7,District,4976,3124928
19040,Stacy Torres,F,12th,Bailey High School,79,58,7,District,4976,3124928
18556,Thomas Herrera,M,9th,Bailey High School,79,57,7,District,4976,3124928
21337,Bradley Murphy,M,9th,Bailey High School,79,57,7,District,4976,3124928
22563,Terri Manning,F,10th,Bailey High School,79,57,7,District,4976,3124928
18948,Kimberly Frazier,F,9th,Bailey High School,79,56,7,District,4976,3124928
22843,Jennifer Tapia,F,12th,Bailey High School,79,56,7,District,4976,3124928
19182,Lisa Carney,F,10th,Bailey High School,79,55,7,District,4976,3124928
19909,Amanda Edwards,F,10th,Bailey High School,79,55,7,District,4976,3124928
20116,Penny Murray,F,12th,Bailey High School,79,55,7,District,4976,3124928
22117,Michael Clark,M,12th,Bailey High School,79,55,7,District,4976,3124928
18612,Christina Mills,F,10th,Bailey High School,78,99,7,District,4976,3124928
18668,Penny Nguyen,F,9th,Bailey High School,78,99,7,District,4976,3124928
21928,Kristin Sloan,F,9th,Bailey High School,78,99,7,District,4976,3124928
18191,Kimberly Patterson,F,10th,Bailey High School,78,98,7,District,4976,3124928
20337,Hannah Parker,F,10th,Bailey High School,78,98,7,District,4976,3124928
18397,Jacob Jackson,M,11th,Bailey High School,78,97,7,District,4976,3124928
22010,Marc Chaney,M,11th,Bailey High School,78,97,7,District,4976,3124928
18195,Deborah Macias,F,10th,Bailey High School,78,96,7,District,4976,3124928
22803,Brittany Peterson,F,12th,Bailey High School,78,96,7,District,4976,3124928
18704,Erin Goodman,F,12th,Bailey High School,78,94,7,District,4976,3124928
20339,Karen Shaw,F,10th,Bailey High School,78,94,7,District,4976,3124928
21314,Thomas Tucker,M,10th,Bailey High School,78,94,7,District,4976,3124928
21582,Dr. Patricia Baker,F,9th,Bailey High School,78,94,7,District,4976,3124928
18656,Crystal Hunter,F,12th,Bailey High School,78,92,7,District,4976,3124928
20740,Leah Bishop,F,9th,Bailey High School,78,92,7,District,4976,3124928
22701,Ashley House,F,10th,Bailey High School,78,92,7,District,4976,3124928
17896,Jessica Butler,F,12th,Bailey High School,78,91,7,District,4976,3124928
19299,Rachel Lopez,F,9th,Bailey High School,78,91,7,District,4976,3124928
20294,Anne Schmidt,F,10th,Bailey High School,78,91,7,District,4976,3124928
20456,Beth Hernandez,F,12th,Bailey High School,78,91,7,District,4976,3124928
21222,Douglas Williams,M,11th,Bailey High School,78,91,7,District,4976,3124928
17956,Sara Martinez,F,10th,Bailey High School,78,90,7,District,4976,3124928
19118,Allison Ray,F,12th,Bailey High School,78,90,7,District,4976,3124928
19355,Christopher Wilson,M,11th,Bailey High School,78,90,7,District,4976,3124928
21329,Nicole Bauer,F,10th,Bailey High School,78,90,7,District,4976,3124928
22034,Jonathan Martinez,M,10th,Bailey High School,78,90,7,District,4976,3124928
18144,Kristen Green,F,9th,Bailey High School,78,89,7,District,4976,3124928
19045,Amy Shaw,F,9th,Bailey High School,78,89,7,District,4976,3124928
19190,Jeffrey Gray,M,12th,Bailey High School,78,89,7,District,4976,3124928
19754,Samantha Mcbride,F,10th,Bailey High School,78,89,7,District,4976,3124928
20264,Lisa Murray,F,9th,Bailey High School,78,89,7,District,4976,3124928
20815,Kenneth Olson,M,9th,Bailey High School,78,89,7,District,4976,3124928
18168,Heather Gould,F,9th,Bailey High School,78,88,7,District,4976,3124928
18232,Jeffrey Griffin,M,12th,Bailey High School,78,88,7,District,4976,3124928
21162,Cheryl Hernandez,F,10th,Bailey High School,78,88,7,District,4976,3124928
21700,Felicia Nguyen,F,10th,Bailey High School,78,88,7,District,4976,3124928
19483,Emily Little,F,11th,Bailey High School,78,87,7,District,4976,3124928
19549,Karen Vance,F,10th,Bailey High School,78,87,7,District,4976,3124928
21179,Sheri Fletcher,F,12th,Bailey High School,78,87,7,District,4976,3124928
21561,Nicole Chavez,F,12th,Bailey High School,78,87,7,District,4976,3124928
21562,David Hoffman,M,10th,Bailey High School,78,87,7,District,4976,3124928
21912,Justin Richmond,M,12th,Bailey High School,78,87,7,District,4976,3124928
22256,Clayton Ramirez,M,10th,Bailey High School,78,87,7,District,4976,3124928
21759,Jesus Johnson,M,10th,Bailey High School,78,86,7,District,4976,3124928
22026,Michele Acosta,F,12th,Bailey High School,78,86,7,District,4976,3124928
20417,Brooke Pierce,F,12th,Bailey High School,78,85,7,District,4976,3124928
20423,Aaron Carter,M,9th,Bailey High School,78,85,7,District,4976,3124928
18225,Chad Fowler,M,11th,Bailey High School,78,84,7,District,4976,3124928
18884,Stephanie Cole,F,11th,Bailey High School,78,84,7,District,4976,3124928
19491,Jason White,M,9th,Bailey High School,78,84,7,District,4976,3124928
19520,Elaine James,F,9th,Bailey High School,78,84,7,District,4976,3124928
20911,Kevin Strickland,M,10th,Bailey High School,78,84,7,District,4976,3124928
20914,Amber Leon,F,12th,Bailey High School,78,84,7,District,4976,3124928
21748,Elizabeth Allen,F,10th,Bailey High School,78,84,7,District,4976,3124928
22104,Sarah Williams,F,11th,Bailey High School,78,84,7,District,4976,3124928
20949,Eric Wilson,M,11th,Bailey High School,78,83,7,District,4976,3124928
21049,Nicole Bradford,F,11th,Bailey High School,78,83,7,District,4976,3124928
18001,Donald Edwards,M,11th,Bailey High School,78,82,7,District,4976,3124928
20245,Russell Peters,M,11th,Bailey High School,78,82,7,District,4976,3124928
21276,Teresa Leonard,F,9th,Bailey High School,78,82,7,District,4976,3124928
19942,Brittany Carlson,F,10th,Bailey High School,78,80,7,District,4976,3124928
21424,Virginia Peters,F,10th,Bailey High School,78,80,7,District,4976,3124928
18123,William Simpson,M,9th,Bailey High School,78,79,7,District,4976,3124928
19757,Paul Hall,M,9th,Bailey High School,78,79,7,District,4976,3124928
20370,Ronald Sosa,M,11th,Bailey High School,78,79,7,District,4976,3124928
21117,William Simon,M,11th,Bailey High School,78,78,7,District,4976,3124928
21550,Jordan Woods,F,10th,Bailey High School,78,78,7,District,4976,3124928
22143,Robert Haney,M,9th,Bailey High School,78,78,7,District,4976,3124928
18746,Mary Armstrong,F,10th,Bailey High School,78,77,7,District,4976,3124928
19275,Elizabeth Cole,F,10th,Bailey High School,78,77,7,District,4976,3124928
19943,Samuel Perkins,M,10th,Bailey High School,78,77,7,District,4976,3124928
21412,Elizabeth Bowers,F,11th,Bailey High School,78,77,7,District,4976,3124928
21248,Catherine Horton,F,9th,Bailey High School,78,76,7,District,4976,3124928
21632,Dr. Rachel Gilbert,F,9th,Bailey High School,78,76,7,District,4976,3124928
22690,Jennifer Arroyo,F,10th,Bailey High School,78,76,7,District,4976,3124928
18420,Michael Vasquez,M,11th,Bailey High School,78,75,7,District,4976,3124928
20495,Michael Williams,M,10th,Bailey High School,78,75,7,District,4976,3124928
19872,Anne Hansen,F,9th,Bailey High School,78,74,7,District,4976,3124928
21233,Taylor Riggs,F,10th,Bailey High School,78,74,7,District,4976,3124928
19764,Victor Cox,M,11th,Bailey High School,78,73,7,District,4976,3124928
20676,Stephanie Smith,F,11th,Bailey High School,78,73,7,District,4976,3124928
22067,Anna Berg,F,11th,Bailey High School,78,73,7,District,4976,3124928
18978,Juan Wall,M,10th,Bailey High School,78,72,7,District,4976,3124928
22173,Christian King,M,11th,Bailey High School,78,72,7,District,4976,3124928
17895,Laura Castillo,F,10th,Bailey High School,78,71,7,District,4976,3124928
18569,Jacob Davis,M,12th,Bailey High School,78,70,7,District,4976,3124928
18725,David Thomas,M,9th,Bailey High School,78,70,7,District,4976,3124928
21930,Jonathan Jones,M,10th,Bailey High School,78,70,7,District,4976,3124928
18529,John Simmons,M,10th,Bailey High School,78,69,7,District,4976,3124928
22720,Dr. Nicholas Braun,M,12th,Bailey High School,78,69,7,District,4976,3124928
21107,Kristen Neal,F,9th,Bailey High School,78,68,7,District,4976,3124928
21493,James Stephens,M,10th,Bailey High School,78,68,7,District,4976,3124928
19976,Dr. Timothy Johnson,M,12th,Bailey High School,78,67,7,District,4976,3124928
21417,Rebecca Erickson,F,12th,Bailey High School,78,67,7,District,4976,3124928
18171,Ryan Kim,M,10th,Bailey High School,78,66,7,District,4976,3124928
21175,Jonathan Young,M,9th,Bailey High School,78,66,7,District,4976,3124928
21647,Cassandra Waters,F,11th,Bailey High School,78,66,7,District,4976,3124928
18486,Jo Owens,F,10th,Bailey High School,78,65,7,District,4976,3124928
19360,Keith Gonzalez,M,11th,Bailey High School,78,65,7,District,4976,3124928
20246,Nancy Martin,F,9th,Bailey High School,78,64,7,District,4976,3124928
19882,Susan Villa,F,12th,Bailey High School,78,63,7,District,4976,3124928
20720,Luke Dunlap,M,12th,Bailey High School,78,63,7,District,4976,3124928
21378,Elizabeth Park,F,9th,Bailey High School,78,63,7,District,4976,3124928
21671,Sabrina Barton,F,10th,Bailey High School,78,63,7,District,4976,3124928
22733,Eric Contreras,M,12th,Bailey High School,78,63,7,District,4976,3124928
18208,Lori Holt,F,11th,Bailey High School,78,62,7,District,4976,3124928
18518,Helen Adams,F,11th,Bailey High School,78,62,7,District,4976,3124928
20110,Michael Garner,M,9th,Bailey High School,78,62,7,District,4976,3124928
20618,Roberta Sanders,F,11th,Bailey High School,78,62,7,District,4976,3124928
22202,Alexis Collins,M,12th,Bailey High School,78,62,7,District,4976,3124928
19547,Julie Edwards,F,12th,Bailey High School,78,61,7,District,4976,3124928
21246,Christina Adams,F,12th,Bailey High School,78,61,7,District,4976,3124928
18547,Tamara Taylor,F,12th,Bailey High School,78,60,7,District,4976,3124928
19926,Dr. Jonathan Palmer,M,10th,Bailey High School,78,60,7,District,4976,3124928
21099,Michael Stone,M,11th,Bailey High School,78,60,7,District,4976,3124928
22490,John Bauer,M,10th,Bailey High School,78,60,7,District,4976,3124928
18009,Andrew Castaneda,M,10th,Bailey High School,78,59,7,District,4976,3124928
18558,Chad Sharp,M,10th,Bailey High School,78,59,7,District,4976,3124928
19709,Michelle Lutz,F,10th,Bailey High School,78,59,7,District,4976,3124928
20695,Stephanie Rhodes,F,9th,Bailey High School,78,59,7,District,4976,3124928
22088,Allen Baxter,M,10th,Bailey High School,78,59,7,District,4976,3124928
22592,Kathryn Miller,F,11th,Bailey High School,78,59,7,District,4976,3124928
18896,Deborah Lee,F,12th,Bailey High School,78,58,7,District,4976,3124928
19472,Alexa Bates,F,11th,Bailey High School,78,58,7,District,4976,3124928
21944,Colleen Reed,F,12th,Bailey High School,78,58,7,District,4976,3124928
21034,Matthew Martin,M,12th,Bailey High School,78,57,7,District,4976,3124928
17947,Steven Richardson,M,12th,Bailey High School,78,56,7,District,4976,3124928
18253,Patricia Marsh,F,9th,Bailey High School,78,56,7,District,4976,3124928
18476,Taylor Dominguez,F,9th,Bailey High School,78,56,7,District,4976,3124928
18780,Travis Heath,M,9th,Bailey High School,78,56,7,District,4976,3124928
21847,Allen Hall,M,10th,Bailey High School,78,56,7,District,4976,3124928
22193,Andrew Reid,M,9th,Bailey High School,78,56,7,District,4976,3124928
17979,Kelly Romero MD,F,11th,Bailey High School,78,55,7,District,4976,3124928
18125,Cory Bradley,M,11th,Bailey High School,78,55,7,District,4976,3124928
19022,Joyce Allen,F,10th,Bailey High School,78,55,7,District,4976,3124928
19858,Evan Huang,M,10th,Bailey High School,78,55,7,District,4976,3124928
20016,Todd Simmons,M,9th,Bailey High School,78,55,7,District,4976,3124928
20985,George Hanson,M,11th,Bailey High School,78,55,7,District,4976,3124928
19625,Taylor Reed,F,9th,Bailey High School,77,99,7,District,4976,3124928
20299,Makayla Harris,F,10th,Bailey High School,77,99,7,District,4976,3124928
21931,Todd Rose,M,11th,Bailey High School,77,99,7,District,4976,3124928
18999,Rachel Hernandez,F,11th,Bailey High School,77,98,7,District,4976,3124928
19741,Rachel Lopez,F,11th,Bailey High School,77,98,7,District,4976,3124928
20650,Brittany Cunningham,F,11th,Bailey High School,77,98,7,District,4976,3124928
21090,Mrs. Veronica Sherman,F,12th,Bailey High School,77,98,7,District,4976,3124928
21252,James Beltran,M,10th,Bailey High School,77,98,7,District,4976,3124928
18332,Adam Cabrera,M,12th,Bailey High School,77,97,7,District,4976,3124928
18045,Margaret Cantrell,F,11th,Bailey High School,77,96,7,District,4976,3124928
18163,Patrick Wyatt,M,10th,Bailey High School,77,96,7,District,4976,3124928
19583,Angie Gutierrez,F,12th,Bailey High School,77,96,7,District,4976,3124928
21360,Adrienne Howard,F,10th,Bailey High School,77,96,7,District,4976,3124928
22319,George Barnett,M,12th,Bailey High School,77,96,7,District,4976,3124928
22358,Michael Mitchell,M,10th,Bailey High School,77,96,7,District,4976,3124928
22547,William Reyes,M,12th,Bailey High School,77,96,7,District,4976,3124928
18910,Kristen Warren,F,11th,Bailey High School,77,95,7,District,4976,3124928
20443,Justin Owen,M,11th,Bailey High School,77,94,7,District,4976,3124928
19370,David Taylor,M,9th,Bailey High School,77,93,7,District,4976,3124928
21834,Brian Morales,M,9th,Bailey High School,77,93,7,District,4976,3124928
19925,Nancy Hill,F,11th,Bailey High School,77,92,7,District,4976,3124928
20059,Jeffrey Price,M,12th,Bailey High School,77,92,7,District,4976,3124928
18681,Michelle Eaton,F,11th,Bailey High School,77,91,7,District,4976,3124928
20743,Renee Garcia MD,F,9th,Bailey High School,77,91,7,District,4976,3124928
21996,Franklin Robertson,M,12th,Bailey High School,77,91,7,District,4976,3124928
18454,Nicole Smith,F,9th,Bailey High School,77,90,7,District,4976,3124928
20320,Isaac Koch,M,10th,Bailey High School,77,90,7,District,4976,3124928
20427,Sarah Pittman,F,11th,Bailey High School,77,90,7,District,4976,3124928
21686,Earl Caldwell,M,9th,Bailey High School,77,90,7,District,4976,3124928
22043,Alejandro Porter,M,11th,Bailey High School,77,90,7,District,4976,3124928
17889,Zachary Williams,M,12th,Bailey High School,77,89,7,District,4976,3124928
19171,Stephen Nelson,M,12th,Bailey High School,77,89,7,District,4976,3124928
19226,Christopher Jenkins,M,12th,Bailey High School,77,89,7,District,4976,3124928
18590,Kristopher Nunez,M,11th,Bailey High School,77,88,7,District,4976,3124928
18016,James Ferrell,M,9th,Bailey High School,77,87,7,District,4976,3124928
18262,Cathy Mercado,F,9th,Bailey High School,77,87,7,District,4976,3124928
21381,Vanessa Larsen,F,10th,Bailey High School,77,87,7,District,4976,3124928
22624,Kathleen Knox,F,9th,Bailey High School,77,87,7,District,4976,3124928
19766,Heidi Burns,F,12th,Bailey High School,77,86,7,District,4976,3124928
19714,Jennifer James,F,9th,Bailey High School,77,85,7,District,4976,3124928
20297,Stephanie Weber,F,11th,Bailey High School,77,85,7,District,4976,3124928
21031,Evelyn Suarez DDS,F,11th,Bailey High School,77,85,7,District,4976,3124928
19426,Marie Stout,F,9th,Bailey High School,77,84,7,District,4976,3124928
22235,Nicole Stevens,F,12th,Bailey High School,77,84,7,District,4976,3124928
19194,Rebecca Williams,F,11th,Bailey High School,77,83,7,District,4976,3124928
22230,Linda Garcia,F,10th,Bailey High School,77,83,7,District,4976,3124928
18318,Louis Waters,M,9th,Bailey High School,77,82,7,District,4976,3124928
20595,Sergio Mcfarland,M,9th,Bailey High School,77,82,7,District,4976,3124928
21190,Thomas Rasmussen,M,12th,Bailey High School,77,82,7,District,4976,3124928
22052,Wendy Finley,F,9th,Bailey High School,77,82,7,District,4976,3124928
19105,Michael Burnett,M,9th,Bailey High School,77,80,7,District,4976,3124928
19334,Jennifer Cannon,F,11th,Bailey High School,77,80,7,District,4976,3124928
20904,Anthony Hayes,M,11th,Bailey High School,77,80,7,District,4976,3124928
21025,Lisa Henderson,F,11th,Bailey High School,77,80,7,District,4976,3124928
22180,Lawrence Rogers,M,10th,Bailey High School,77,80,7,District,4976,3124928
17904,Matthew Singh,M,9th,Bailey High School,77,79,7,District,4976,3124928
18149,Miranda Lara,F,11th,Bailey High School,77,79,7,District,4976,3124928
21682,Ian Contreras,M,11th,Bailey High School,77,79,7,District,4976,3124928
21990,Jack Miller,M,10th,Bailey High School,77,79,7,District,4976,3124928
22110,Travis Walker,M,11th,Bailey High School,77,79,7,District,4976,3124928
19260,Mary Griffin,F,9th,Bailey High School,77,78,7,District,4976,3124928
19613,John Weeks,M,12th,Bailey High School,77,78,7,District,4976,3124928
19765,Cassidy Moore,F,10th,Bailey High School,77,78,7,District,4976,3124928
20781,Joseph Ware,M,9th,Bailey High School,77,78,7,District,4976,3124928
22518,James Chavez,M,9th,Bailey High School,77,78,7,District,4976,3124928
19746,Kristen Mccann,F,12th,Bailey High School,77,77,7,District,4976,3124928
19102,Lisa Jones,F,9th,Bailey High School,77,76,7,District,4976,3124928
19670,Emily Beltran,F,10th,Bailey High School,77,76,7,District,4976,3124928
20151,Devon White,M,10th,Bailey High School,77,76,7,District,4976,3124928
21161,Amy Rush,F,10th,Bailey High School,77,76,7,District,4976,3124928
19011,Kenneth Martinez,M,9th,Bailey High School,77,75,7,District,4976,3124928
20201,Chris Mcmillan,M,10th,Bailey High School,77,75,7,District,4976,3124928
20710,Jason Perry,M,9th,Bailey High School,77,75,7,District,4976,3124928
20932,Daniel Watts,M,11th,Bailey High School,77,75,7,District,4976,3124928
22374,Miss Chelsea Sullivan PhD,F,12th,Bailey High School,77,75,7,District,4976,3124928
18268,Gloria Vega,F,10th,Bailey High School,77,74,7,District,4976,3124928
20894,Brittany Hodges,F,9th,Bailey High School,77,74,7,District,4976,3124928
21072,Randall Myers,M,9th,Bailey High School,77,74,7,District,4976,3124928
19698,Antonio Hernandez,M,12th,Bailey High School,77,73,7,District,4976,3124928
19865,Todd Andrews,M,10th,Bailey High School,77,73,7,District,4976,3124928
20718,James Perkins,M,9th,Bailey High School,77,73,7,District,4976,3124928
22091,Jason Perry,M,10th,Bailey High School,77,73,7,District,4976,3124928
22809,Mary Harris,F,10th,Bailey High School,77,73,7,District,4976,3124928
17938,Craig Holloway,M,12th,Bailey High School,77,72,7,District,4976,3124928
18096,Allison Bradshaw,F,12th,Bailey High School,77,72,7,District,4976,3124928
18207,Christy Robbins,F,11th,Bailey High School,77,72,7,District,4976,3124928
18209,Patricia Tucker,F,10th,Bailey High School,77,72,7,District,4976,3124928
19600,Jeremy Hodge,M,12th,Bailey High School,77,72,7,District,4976,3124928
19783,Bryan Jenkins,M,10th,Bailey High School,77,72,7,District,4976,3124928
22671,John Thomas,M,12th,Bailey High School,77,72,7,District,4976,3124928
17905,Francisco Hoffman,M,10th,Bailey High School,77,71,7,District,4976,3124928
19365,Martha Best,F,9th,Bailey High School,77,71,7,District,4976,3124928
21881,Andrew Holmes,M,12th,Bailey High School,77,71,7,District,4976,3124928
19367,Jose Lewis,M,11th,Bailey High School,77,70,7,District,4976,3124928
21230,Kenneth Gardner,M,11th,Bailey High School,77,70,7,District,4976,3124928
18984,Charles Short II,M,10th,Bailey High School,77,69,7,District,4976,3124928
20571,Anna Haynes,F,9th,Bailey High School,77,69,7,District,4976,3124928
21532,Jeffrey Shepard DVM,M,11th,Bailey High School,77,69,7,District,4976,3124928
22201,Daniel Garcia,M,9th,Bailey High School,77,69,7,District,4976,3124928
22597,Marcus Wilson,M,9th,Bailey High School,77,69,7,District,4976,3124928
18011,Angela Wall,F,9th,Bailey High School,77,68,7,District,4976,3124928
18374,Carrie Moore,F,11th,Bailey High School,77,68,7,District,4976,3124928
22376,Heather Moran,F,10th,Bailey High School,77,68,7,District,4976,3124928
20677,Tara Kim,F,11th,Bailey High School,77,67,7,District,4976,3124928
21875,Katherine Franco,F,10th,Bailey High School,77,67,7,District,4976,3124928
22029,Jeffrey Miles,M,10th,Bailey High School,77,67,7,District,4976,3124928
18142,Samuel Wood,M,12th,Bailey High School,77,66,7,District,4976,3124928
20373,Amy Fisher,F,11th,Bailey High School,77,66,7,District,4976,3124928
18831,William Hudson,M,9th,Bailey High School,77,64,7,District,4976,3124928
19117,Shawn Owens,M,10th,Bailey High School,77,64,7,District,4976,3124928
20641,Anna Eaton,F,10th,Bailey High School,77,64,7,District,4976,3124928
22153,Lucas Coleman,M,11th,Bailey High School,77,64,7,District,4976,3124928
22255,Mark Collins,M,11th,Bailey High School,77,64,7,District,4976,3124928
18363,Samuel Davenport,M,12th,Bailey High School,77,63,7,District,4976,3124928
20293,Rebecca Johnson,F,10th,Bailey High School,77,63,7,District,4976,3124928
21731,Christian Mueller,M,9th,Bailey High School,77,63,7,District,4976,3124928
21781,Brianna Whitney,F,10th,Bailey High School,77,63,7,District,4976,3124928
22826,Benjamin Silva,M,10th,Bailey High School,77,63,7,District,4976,3124928
18743,Audrey Adams,F,10th,Bailey High School,77,62,7,District,4976,3124928
19417,Sara Schmidt,F,11th,Bailey High School,77,62,7,District,4976,3124928
20655,Angela Henderson,F,12th,Bailey High School,77,62,7,District,4976,3124928
21359,Jessica Flores,F,11th,Bailey High School,77,62,7,District,4976,3124928
18133,Donald Harris,M,11th,Bailey High School,77,61,7,District,4976,3124928
20727,Sarah Snyder,F,9th,Bailey High School,77,61,7,District,4976,3124928
20983,Mike Harris PhD,M,11th,Bailey High School,77,61,7,District,4976,3124928
18382,Jeffrey Payne,M,9th,Bailey High School,77,60,7,District,4976,3124928
18513,Frank Newman,M,9th,Bailey High School,77,60,7,District,4976,3124928
20585,Rebecca Molina,F,9th,Bailey High School,77,60,7,District,4976,3124928
18816,Timothy Conner,M,10th,Bailey High School,77,59,7,District,4976,3124928
19169,Isaac Perkins,M,12th,Bailey High School,77,59,7,District,4976,3124928
19560,Kyle Dean,M,9th,Bailey High School,77,57,7,District,4976,3124928
20519,Daniel Vaughn,M,10th,Bailey High School,77,57,7,District,4976,3124928
21438,Margaret Dean,F,12th,Bailey High School,77,57,7,District,4976,3124928
19879,Thomas Smith,M,12th,Bailey High School,77,56,7,District,4976,3124928
22742,Mary Suarez,F,12th,Bailey High School,77,56,7,District,4976,3124928
17955,Diana Sosa,F,10th,Bailey High School,77,55,7,District,4976,3124928
19069,Jordan Stevens,M,12th,Bailey High School,77,55,7,District,4976,3124928
20260,Thomas Wiggins,M,11th,Bailey High School,77,55,7,District,4976,3124928
18647,Lisa Lang,F,11th,Bailey High School,76,99,7,District,4976,3124928
20624,Tamara Potts,F,12th,Bailey High School,76,99,7,District,4976,3124928
21502,Walter Moran,M,12th,Bailey High School,76,99,7,District,4976,3124928
18511,Jack Berry,M,10th,Bailey High School,76,98,7,District,4976,3124928
20702,Hannah Scott,F,10th,Bailey High School,76,98,7,District,4976,3124928
21180,Matthew Bridges,M,10th,Bailey High School,76,98,7,District,4976,3124928
21882,Sarah Bryant,F,9th,Bailey High School,76,98,7,District,4976,3124928
19435,Connie Bush,F,9th,Bailey High School,76,97,7,District,4976,3124928
20062,Christina Berry,F,10th,Bailey High School,76,97,7,District,4976,3124928
22758,Brenda Evans,F,12th,Bailey High School,76,97,7,District,4976,3124928
17920,Lisa Aguilar,F,9th,Bailey High School,76,96,7,District,4976,3124928
18204,Adam Cruz,M,9th,Bailey High School,76,96,7,District,4976,3124928
22608,Perry Perez,M,11th,Bailey High School,76,96,7,District,4976,3124928
20063,Roger Harris,M,12th,Bailey High School,76,95,7,District,4976,3124928
18300,Deanna Richardson,F,10th,Bailey High School,76,94,7,District,4976,3124928
18757,Nicholas Marshall,M,10th,Bailey High School,76,94,7,District,4976,3124928
18808,Ashley Nelson,F,11th,Bailey High School,76,94,7,District,4976,3124928
19839,Victor Smith,M,9th,Bailey High School,76,93,7,District,4976,3124928
21113,Robert Burch,M,11th,Bailey High School,76,93,7,District,4976,3124928
19202,James Garcia,M,9th,Bailey High School,76,92,7,District,4976,3124928
19587,James Brown,M,9th,Bailey High School,76,92,7,District,4976,3124928
21490,Martin Phillips,M,11th,Bailey High School,76,92,7,District,4976,3124928
19338,Jeffrey Galvan,M,9th,Bailey High School,76,91,7,District,4976,3124928
19703,Laura Bright,F,12th,Bailey High School,76,91,7,District,4976,3124928
20163,Jessica Jackson,F,11th,Bailey High School,76,91,7,District,4976,3124928
20437,Stephanie Jones,F,9th,Bailey High School,76,91,7,District,4976,3124928
20492,Lori Nunez,F,10th,Bailey High School,76,91,7,District,4976,3124928
21492,Linda Calhoun,F,11th,Bailey High School,76,91,7,District,4976,3124928
17960,Christopher Long,M,9th,Bailey High School,76,90,7,District,4976,3124928
18918,Michael Howard,M,10th,Bailey High School,76,90,7,District,4976,3124928
18324,Erin Ramirez,F,10th,Bailey High School,76,88,7,District,4976,3124928
19237,Renee Monroe,F,9th,Bailey High School,76,88,7,District,4976,3124928
20854,Rachel Key,F,12th,Bailey High School,76,88,7,District,4976,3124928
22035,Jose Delgado,M,11th,Bailey High School,76,88,7,District,4976,3124928
19216,Tyler Harper,M,9th,Bailey High School,76,87,7,District,4976,3124928
19512,Wendy Vincent,F,11th,Bailey High School,76,87,7,District,4976,3124928
19745,Mary Williams,F,9th,Bailey High School,76,87,7,District,4976,3124928
21102,Rebekah Hall,F,11th,Bailey High School,76,87,7,District,4976,3124928
18222,Jim Stevens,M,9th,Bailey High School,76,86,7,District,4976,3124928
18900,Jared Washington,M,9th,Bailey High School,76,86,7,District,4976,3124928
19503,Andrew Jensen,M,11th,Bailey High School,76,86,7,District,4976,3124928
20952,Brian Hernandez,M,11th,Bailey High School,76,86,7,District,4976,3124928
22767,Margaret Jackson,F,11th,Bailey High School,76,86,7,District,4976,3124928
17915,Andrea Cummings,F,11th,Bailey High School,76,85,7,District,4976,3124928
18399,Zachary Brady,M,11th,Bailey High School,76,85,7,District,4976,3124928
18717,Douglas Rodriguez,M,11th,Bailey High School,76,85,7,District,4976,3124928
21661,Nicole Buck,F,9th,Bailey High School,76,85,7,District,4976,3124928
20183,Deborah Nelson,F,9th,Bailey High School,76,84,7,District,4976,3124928
20277,John Johnson,M,12th,Bailey High School,76,84,7,District,4976,3124928
21935,Stacey Terry,F,9th,Bailey High School,76,83,7,District,4976,3124928
22559,Troy Morgan,M,9th,Bailey High School,76,83,7,District,4976,3124928
20194,Annette Washington,F,11th,Bailey High School,76,82,7,District,4976,3124928
21649,Lori Wilson,F,11th,Bailey High School,76,82,7,District,4976,3124928
21718,Laura Evans,F,12th,Bailey High School,76,82,7,District,4976,3124928
21977,Andre Brady,M,10th,Bailey High School,76,82,7,District,4976,3124928
19869,Luis King,M,11th,Bailey High School,76,81,7,District,4976,3124928
19981,Frank Diaz,M,12th,Bailey High School,76,81,7,District,4976,3124928
21009,Nathan Roman,M,9th,Bailey High School,76,81,7,District,4976,3124928
21304,Ronald Martinez,M,9th,Bailey High School,76,81,7,District,4976,3124928
20682,April Williams,F,11th,Bailey High School,76,80,7,District,4976,3124928
21549,Lisa Johnson,F,11th,Bailey High School,76,80,7,District,4976,3124928
19001,Anthony Patel,M,9th,Bailey High School,76,79,7,District,4976,3124928
21833,Shelby Rodriguez,F,9th,Bailey High School,76,79,7,District,4976,3124928
21988,Teresa Osborne,F,12th,Bailey High School,76,79,7,District,4976,3124928
22005,Casey Evans,F,10th,Bailey High School,76,79,7,District,4976,3124928
19059,Douglas Graham,M,11th,Bailey High School,76,78,7,District,4976,3124928
20536,Andrew Murray,M,11th,Bailey High School,76,78,7,District,4976,3124928
19380,Aaron Proctor,M,12th,Bailey High School,76,77,7,District,4976,3124928
